	Step ID	Problem Hierarchy	Problem Name	Max Problem View	Step Name	Avg Incorrects	Avg Hints	Avg Corrects	% First Attempt Incorrects	% First Attempt Hints	% First Attempt Corrects	Avg Step Duration (sec)	Avg Correct Step Duration (sec)	Avg Error Step Duration (sec)	Total Students	Total Opportunities	KC (Moon)	KC (Moon)	KC (Moon)	KC (Moon)	KC (Moon)	KC (Moon)	KC (Moon)	KC (Moon)
152	1a01f3520353fcc8983463871b517cb7	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	DIGT_cap3	4.0	q1_i1 UpdateRadioButton	0.0465	0.0	0.9767	4.6512	0.0	95.3488	28.907	30.0	6.5	42	43	Instructions as Data							
153	430345b4c2c18da05c10c280c391f5c5	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	DIGT_cap4	7.0	q1_i1 UpdateRadioButton	0.1569	0.0	0.8627	15.6863	0.0	84.3137	20.941	19.628	28.0	44	51	Instructions as Data	Multiple Choice Strategy 1						
154	7f81d06cf86291022cd42684bc95eaae	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	DIGT_fun1	6.0	fun1_1_value UpdateTextField	0.0769	0.0	0.9744	5.1282	0.0	94.8718	21.211	20.111	41.0	38	39	variable assignment	assignment execution order	reading comprehension 2	interpreting placeholders				
155	25e86c4cdff3e5e854df1667e4c0a431	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	DIGT_fun2	7.0	fun2_q1_fun2_1 UpdateComboBox	0.2245	0.0	0.8163	22.449	0.0	77.551	38.796	34.368	54.091	41	49	function definition 1	return statement	Python function definition					
156	bef76d3288dbdeaf445c0d850915d7ba	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	DIGT_fun2	7.0	fun2_q1_fun2_2 UpdateComboBox	0.1707	0.0	1.0	17.0732	0.0	82.9268	13.927	13.118	17.857	41	41	Indentation in Python	return statement	Python function definition					
157	75ffedeb1b529d98c6025c839f1a7f78	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	DIGT_fun2	7.0	fun2_q1_fun2_3 UpdateComboBox	0.0976	0.0	1.0	9.7561	0.0	90.2439	16.3	17.139	8.75	41	41	Indentation in Python	function definition 1	return statement	Python function definition				
158	28dbe69d3604168f678db6157a3b4adc	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	DIGT_fun2	7.0	fun2_q1_fun2_4 UpdateComboBox	0.3659	0.0	0.9512	36.5854	0.0	63.4146	11.073	8.769	15.067	41	41	Indentation in Python	return statement	Python function definition					
159	7231ab72609d4c6c66bc953de096b7ad	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	DIGT_fun2	7.0	fun2_q1_fun2_5 UpdateComboBox	0.0732	0.0	1.0	7.3171	0.0	92.6829	7.341	6.921	12.667	41	41	Indentation in Python	return statement	Python function definition					
160	46531eb55b16defbff30982a8ebeb0b0	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	DIGT_fun3	8.0	fun3_1_type UpdateComboBox	0.1351	0.0	0.973	13.5135	0.0	86.4865	7.149	7.0	8.1	36	37	variable assignment	Data Types						
161	482f13ae11808978fa01c13d57994cb3	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	DIGT_fun3	8.0	fun3_1_value UpdateComboBox	0.3261	0.0	0.7609	32.6087	0.0	67.3913	21.722	13.9	37.367	35	46	variable assignment	Multiple choice selection	reading comprehension 2	Data Types				
162	c4fa6067c477cccac29a75274cf27abf	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	DIGT_fun4	17.0	fun4_1_i1 UpdateRadioButton	0.2051	0.0	0.9231	17.9487	0.0	82.0513	33.615	29.0	54.714	36	39	Square calculation	Arithmetic Operations 1	Python function definition					
163	a5952b6afb3cc00b128fc068498935df	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	DIGT_fun5	17.0	fun4_1_i1 UpdateRadioButton	0.1842	0.0	0.9474	15.7895	0.0	84.2105	22.553	22.375	23.5	36	38	type coercion	Function output equivalence	Division Operation					
164	644cbe44eaadb88ec113d78da9090b62	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	DIGT_fun6	16.0	fun4_1_i1 UpdateRadioButton	0.2955	0.0	0.8636	29.5455	0.0	70.4545	17.545	13.806	26.462	36	44	even integers	function definition 2						
165	1cc5bf2f0d10fb9af6f29df953119766	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	DIGT_mod2	13.0	mod1_1_i1 UpdateRadioButton	0.7647	0.0	0.7255	66.6667	0.0	33.3333	26.706	19.647	30.235	35	51	Function Return Value	print function	return statement	function definition 1				
166	ed3f776b5cda38e3b2106a627338bfcd	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	DIGT_mod3	4.0	mod2_1_explain UpdateShortAnswer	0.0	0.0	1.0541	0.0	0.0	100.0	54.222	54.222		35	37	Function Return Value	Square perimeter formula	return statement	Python Expression				
167	e469ebd11706fa0b47656d0f1ba9dfaf	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	DIGT_var1	7.0	var1_1_i1 UpdateRadioButton	0.34	0.0	0.82	32.0	0.0	68.0	29.98	26.029	38.375	39	50	variable assignment	Arithmetic Operations 1						
168	103ce830c04e7e7eb4c17864ff94aed8	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	DIGT_var2	7.0	var2_1_v1 UpdateTextField	0.3019	0.0	0.7547	30.1887	0.0	69.8113	38.76	28.972	63.929	41	53	variable assignment	variable initialization	assignment execution order	Arithmetic Operations 1				
169	d2619bd973c450734685f6c360445f89	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	DIGT_var2	7.0	var2_1_v2 UpdateTextField	0.0976	0.0	0.9756	7.3171	0.0	92.6829	4.232	3.947	7.833	41	41	Variable accumulation	variable initialization	assignment execution order	List Append	multiplication operation			
170	8453c88decf0310d9fd169893059bf22	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	DIGT_var2	7.0	var2_1_v3 UpdateTextField	0.1463	0.0	0.9756	12.1951	0.0	87.8049	6.805	4.833	21.0	41	41	Variable accumulation	variable initialization	assignment execution order	List Append	multiplication operation			
171	0dfa6becac66b0b594a0cd70db6915e0	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	DIGT_var2	7.0	var2_1_v4 UpdateTextField	0.15	0.0	0.975	12.5	0.0	87.5	6.925	5.771	15.0	40	40	variable assignment	variable initialization	assignment execution order	multiplication operation	variable inspection			
172	d090bcb66dca47cb2cc2c3dfecd7efd6	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	DIGT_var2	7.0	var2_1_v5 UpdateTextField	0.1	0.0	0.975	10.0	0.0	90.0	5.538	5.306	7.625	40	40	Variable accumulation	variable initialization	assignment execution order	List Append	multiplication operation			
173	49e59ab38ec07662f455d57b759dc953	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	DIGT_var2	7.0	var2_1_v6 UpdateTextField	0.325	0.0	0.975	25.0	0.0	75.0	8.8	4.5	21.7	40	40	variable assignment	variable initialization	assignment execution order	Python Expression				
174	e0727daff0188529d238e0e0fb46f4d8	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	DIGT_var3	6.0	q1_i1 UpdateRadioButton	0.2308	0.0	0.7692	23.0769	0.0	76.9231	14.577	11.375	25.25	39	52	Error Handling							
175	899289d612c822149926e98d4ad3f37e	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	DIGT_var4	10.0	q1_i1 UpdateRadioButton	0.1905	0.0	0.9048	19.0476	0.0	80.9524	14.39	15.061	11.625	38	42	Python Expression							
176	f938e87e5bb3a5b57358edc82b9a399c	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	DIGT_var4b	7.0	fun6_1_expression UpdateShortAnswer	0.0	0.0	1.0244	0.0	0.0	100.0	130.054	130.054		38	41	Text Box	Solution Comparison	Read Instructions Carefully	interpreting placeholders				
177	854a97305ca8d5092dc626e80ee021ca	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	DIGT_var4b	8.0	fun6_2_i1 UpdateRadioButton	0.0	0.0	1.3514	0.0	0.0	100.0	30.865	30.865		37	37	multiple choice selection	Solution Comparison						
178	f9fed74a5c91fd07e62d2a72c9d51476	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	LBD_bif1	5.0	bi1_1_function UpdateShortAnswer	0.0	0.175	1.15	0.0	10.0	90.0	124.641	102.314	320.0	33	40	submit answers	Solution Comparison						
179	245cdf4c83930d05bab4ec084bf0f165	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	LBD_bif1	10.0	bi1_3_i1 UpdateRadioButton	0.0	0.0	1.0	0.0	0.0	100.0	28.036	28.036		28	28	Read Instructions Carefully	Solution Comparison						
180	291d40a31dfd50a42620597d313f8e9e	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	LBD_bif1	12.0	bi2_1_i1 UpdateRadioButton	1.0857	0.0857	0.9143	80.0	5.7143	14.2857	31.294	27.0	32.034	33	35	Python data types	Function Return Value	Multiple Choice Strategy 1					
181	4291e2e95aac6c4cce794b1bfc023415	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	LBD_bif3	11.0	bi2_1_code UpdateTextField	0.725	0.325	0.875	35.0	27.5	37.5	75.175	36.867	98.16	33	40	print function	Function Definition	Python function definition					
182	2f8bea8eed40c3b50a7b2073e8406c7b	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	LBD_bif4	11.0	bi2_1_i1 UpdateRadioButton	0.1316	0.0	0.8684	13.1579	0.0	86.8421	102.865	82.375	234.0	33	38	Function Return Value	Variable Substitution	Python Expression					
183	589750e5f8f47efd2f1d5f778ca1ab09	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	LBD_bif5	11.0	bif5_1_function UpdateShortAnswer	0.0	0.0	1.1944	0.0	0.0	100.0	51.371	51.371		33	36	Function Definition	function definition 2	Function output equivalence					
184	8acb899cac6ed82a98dedbd03844500f	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	LBD_cap1	9.0	q1_i1 UpdateRadioButton	0.1224	0.0816	0.9388	12.2449	6.1224	81.6327	70.362	78.718	29.625	44	49	Instructions as Data	True/False Questions						
185	4b51c1a34db6383180e9badc079d322a	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	LBD_cap1	9.0	q2_i1 UpdateRadioButton	0.1556	0.0889	1.0	15.5556	4.4444	80.0	20.8	9.75	65.0	44	45	Instructions as Data							
186	2a932c8ffa5355c29a3bbd98937916bd	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	LBD_cap2	4.0	q1_i1 UpdateRadioButton	0.0233	0.0233	1.0	2.3256	2.3256	95.3488	105.833	110.15	19.5	43	43	definition of algorithm	True/False Questions						
187	73b7760884252b069cde8579f23912a8	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	LBD_cap2	5.0	q2_i1 UpdateRadioButton	0.186	0.0	1.0	18.6047	0.0	81.3953	14.465	12.114	24.75	43	43	definition of algorithm							
188	dcb737f79f8f6c0437b396e1208d3253	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	LBD_cap2	5.0	q3_i1 UpdateRadioButton	0.0233	0.0233	1.0	2.3256	2.3256	95.3488	20.326	18.854	50.5	43	43	Instructions as Data	True/False Questions						
189	97c3003c5f69c9d107afaf46f66bcf4c	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	LBD_cap3	7.0	q1_i1 UpdateRadioButton	0.32	0.06	0.9	28.0	6.0	66.0	75.333	76.207	73.75	43	50	Instructions as Data							
190	d3fe8e5d1c345bf2ef7639bd955a53ad	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	LBD_cap4	7.0	q1_i1 UpdateRadioButton	0.5763	0.0339	0.7288	54.2373	1.6949	44.0678	41.724	46.962	37.469	43	59	Instructions as Data							
191	1770ce1baa70aeab075832882f4a9ced	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	LBD_fun1	6.0	fun1_1_expression UpdateTextField	0.551	0.1837	0.7959	32.6531	6.1224	61.2245	71.024	68.833	73.944	40	49	Square perimeter formula	function definition 2	function call					
192	2c5e4874e948b7aa10bb7716afa887bc	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	LBD_fun1	19.0	fun1_2_statement UpdateTextField	1.36	0.48	0.66	50.0	14.0	36.0	90.38	40.889	118.219	40	50	Square perimeter formula	function definition 2	Function Definition	function call				
193	3fc263c11a7609bb7a17cad632fe7cc3	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	LBD_fun2	7.0	fun2_1_expression UpdateTextField	0.0976	0.0488	0.9268	9.7561	4.878	85.3659	15.171	12.2	32.5	39	41	Square perimeter formula	return statement	Function Definition	function definition 1				
194	7e0283031128a580591e4e96b3575fe0	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	LBD_fun2	6.0	fun2_1_name UpdateTextField	0.3023	0.0	0.8837	23.2558	0.0	76.7442	37.256	25.364	76.5	39	43	Python function definition	Square perimeter formula	return statement	function definition 1				
195	fb82c16672201cd314fd99bfab2b0a5a	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	LBD_fun3	7.0	fun3_q1_fun3_1 UpdateComboBox	0.25	0.0	0.8542	25.0	0.0	75.0	27.729	23.361	40.833	41	48	Square calculation	Function output equivalence	Python function definition					
196	629d1a892120d7d90b6971c5ba4d6bca	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	LBD_fun3	7.0	fun3_q1_fun3_2 UpdateComboBox	0.1905	0.0	0.9762	19.0476	0.0	80.9524	13.905	11.029	26.125	41	42	Square calculation	Function output equivalence	return statement	Python function definition				
197	992fb13bdae8a60adeb774ed31288657	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	LBD_fun3	7.0	fun3_q1_fun3_3 UpdateComboBox	0.3171	0.0244	1.0	31.7073	0.0	68.2927	11.122	10.214	13.077	41	41	Square calculation	Function output equivalence	Python function definition					
198	24549b4a49db7e204241de63466f0d4a	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	LBD_fun5	8.0	fun5_1_function_call UpdateShortAnswer	0.0	0.0976	1.0488	0.0	7.3171	92.6829	144.306	155.909	16.667	37	41	submit answers	Understanding context	interpreting placeholders					
199	48789a2acc62b117eac266341677c22a	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	LBD_fun5	8.0	fun5_2_i1 UpdateRadioButton	0.0	0.0	1.0909	0.0	0.0	100.0	17.273	17.273		32	33	Read Instructions Carefully	Multiple choice selection	Solution Comparison					
200	3ba02781283917f25391390d06cae324	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	LBD_fun6	9.0	fun6_1_expression UpdateShortAnswer	0.0	0.0244	1.0488	0.0	2.439	97.561	115.821	116.421	93.0	35	41	Text Box	Solution Comparison	Read Instructions Carefully					
201	aade892220795cc4d664eead2c6ce80a	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	LBD_fun6	9.0	fun6_2_i1 UpdateRadioButton	0.0	0.0	1.1034	0.0	0.0	100.0	33.862	33.862		29	29	Read Instructions Carefully	Multiple choice selection	Solution Comparison					
202	fe61eea39112eb3864a7c287e58d9feb	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	LBD_fun7	17.0	fun5_1_i1 UpdateRadioButton	0.3333	0.0238	0.8095	28.5714	2.381	69.0476	53.571	58.207	43.231	34	42	Function Definition	return statement	function call	Python function definition				
203	1ba954cdba8f0c1fb33eb479f939d8b9	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	LBD_mod1	7.0	mod1_1_value UpdateTextField	0.7	0.0	0.62	58.0	0.0	42.0	62.38	25.286	89.241	32	50	Function Return Value	submit answers	function definition 2					
204	43021558ad6148d664f3c6f4f2c8e213	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	LBD_pi1b	11.0	q10_ex1_10_1 UpdateTextField	3.3243	0.0	0.0811	100.0	0.0	0.0	64.946		64.946	32	37	data type identification	type coercion						
205	3c8d32055cce0c586f873e0ebedb9832	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	LBD_pi1b	11.0	q10_ex1_10_2 UpdateComboBox	0.0625	0.0	1.0313	3.125	0.0	96.875	9.844	9.968	6.0	31	32	Python data types	Arithmetic Operations 1						
206	66404575ea1b5989e845c29292365d32	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	LBD_pi1b	13.0	q1_ex1_1_1 UpdateTextField	0.2941	0.0	0.8627	21.5686	0.0	78.4314	105.0	94.583	142.5	42	51	type coercion	operation result type	Arithmetic Operations 1					
207	211ed8cad7e6f5c9a2d2c941c786b83d	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	LBD_pi1b	13.0	q1_ex1_1_2 UpdateComboBox	0.2174	0.0	0.9783	19.5652	0.0	80.4348	5.267	2.676	17.25	42	46	data type identification	Arithmetic Operations 1						
208	ae251a27e7811a0686c3a3d625192958	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	LBD_pi1b	13.0	q2_ex1_2_1 UpdateTextField	0.9556	0.0	0.9333	84.4444	0.0	15.5556	36.023	26.857	37.757	42	45	data type identification	submit answers	Division Operation					
209	f59a29fa0d261aa626794e72f719ee2b	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	LBD_pi1b	13.0	q2_ex1_2_2 UpdateComboBox	0.6	0.0	1.0222	55.5556	0.0	44.4444	11.556	15.25	8.6	42	45	type coercion	Division Operation						
210	c8fac207e23b34c878ee5edfdbfadbd8	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	LBD_pi1b	11.0	q3_ex1_3_1 UpdateTextField	0.0571	0.0	1.0	5.7143	0.0	94.2857	20.176	21.031	6.5	34	35	data type identification	Division Operation	interpreting placeholders					
211	bb3637035fa8bd404db77638b6cf7f9d	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	LBD_pi1b	12.0	q3_ex1_3_2 UpdateComboBox	0.0833	0.0	0.9722	8.3333	0.0	91.6667	2.889	2.273	9.667	34	36	Python data types	Division Operation						
212	ecc08bb251b46d9cc79d944a5040d34f	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	LBD_pi1b	12.0	q4_ex1_4_1 UpdateTextField	0.0882	0.0	1.0	8.8235	0.0	91.1765	6.853	6.613	9.333	33	34	Obtain quotient	Division Operation						
213	ff57aa934ffb5fa9e1e828619f6bbb0c	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	LBD_pi1b	12.0	q4_ex1_4_2 UpdateComboBox	0.0571	0.0	1.0	5.7143	0.0	94.2857	3.057	2.939	5.0	34	35	Integer division	type coercion	data type identification					
214	56bdd3a8d50db8b05bc32a5e876fc5f1	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	LBD_pi1b	10.0	q5_ex1_5_1 UpdateTextField	0.0811	0.0	0.973	8.1081	0.0	91.8919	12.378	11.412	23.333	35	37	Integer division	data type identification						
215	ec2e663146e099d4626f02755d6fbee0	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	LBD_pi1b	11.0	q5_ex1_5_2 UpdateComboBox	0.0556	0.0	1.0	5.5556	0.0	94.4444	3.056	2.941	5.0	35	36	Integer division	Obtain quotient	operation result type					
216	af46cab2c08efaa1be7a1b5938f39f90	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	LBD_pi1b	11.0	q6_ex1_6_1 UpdateTextField	0.7143	0.0	1.0	31.4286	0.0	68.5714	20.824	10.042	46.7	34	35	Integer division	Obtain quotient						
217	cc375f84178fd349da4bed13e9a408aa	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	LBD_pi1b	11.0	q6_ex1_6_2 UpdateComboBox	0.1429	0.0	1.0	14.2857	0.0	85.7143	4.771	4.1	8.8	34	35	Python data types	Integer division	Division Operation					
218	6796418e6f7dacd7e094480b5b52f99d	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	LBD_pi1b	10.0	q7_ex1_7_1 UpdateTextField	0.0556	0.0	0.9444	5.5556	0.0	94.4444	16.264	16.015	20.5	33	36	Integer division	arithmetic operations						
219	5265f2e2a3d541ee90d5237e98a77259	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	LBD_pi1b	10.0	q7_ex1_7_2 UpdateComboBox	0.0588	0.0	1.0	5.8824	0.0	94.1176	1.662	1.484	4.5	33	34	Python data types	Integer division	Division Operation					
220	84a65ce1fa74e77fd3c965d571e02802	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	LBD_pi1b	10.0	q8_ex1_8_1 UpdateTextField	1.4444	0.0	0.9444	33.3333	0.0	66.6667	59.333	12.25	153.5	33	36	data type identification	Arithmetic Operations 1						
221	157de72df244857a3571fb7172b00ce8	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	LBD_pi1b	10.0	q8_ex1_8_2 UpdateComboBox	0.1176	0.0	1.0	11.7647	0.0	88.2353	4.324	2.1	21.0	33	34	data type identification	modulus operation						
222	5080fd3fdd90a0fb15ba1d0e1f3bf13d	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	LBD_pi1b	11.0	q9_ex1_9_1 UpdateTextField	1.5918	0.0	0.6531	87.7551	0.0	12.2449	49.204	13.333	54.209	32	49	Square calculation	data type identification	interpreting placeholders					
223	b9bab4998435ae872e5d3c83f4a7e710	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	LBD_pi1b	11.0	q9_ex1_9_2 UpdateComboBox	0.5429	0.0	1.0	42.8571	0.0	57.1429	12.229	3.05	24.467	33	35	Square calculation	data type identification	Python Expression					
224	87252a8459fd4900ab012ba80526ccde	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	LBD_pi2	7.0	q1_ex2_1_1 UpdateTextField	0.1111	0.0	0.9333	11.1111	0.0	88.8889	109.071	110.541	98.2	40	45	Square calculation	Operator Precedence	String Multiplication	data type identification				
225	3c4cb700a498dd940168a53411d0278e	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	LBD_pi2	8.0	q1_ex2_1_2 UpdateComboBox	0.0238	0.0	1.0	2.381	0.0	97.619	11.833	12.073	2.0	40	42	Python data types	Square calculation	Operator Precedence					
226	e199dd9e6990cca5052e85955744630e	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	LBD_pi2	8.0	q2_ex2_2_1 UpdateTextField	0.2791	0.0	1.0	20.9302	0.0	79.0698	19.69	14.152	40.0	41	43	data type identification	Operator Precedence	Arithmetic Operations 1					
227	8ca5dbb5355fd38e21227097e4922cac	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	LBD_pi2	8.0	q2_ex2_2_2 UpdateComboBox	0.0233	0.0	1.0	2.3256	0.0	97.6744	2.279	2.167	7.0	41	43	data type identification	Operator Precedence	Arithmetic Operations 1					
228	4ebbb346a6f4aee4d96b91d635018d07	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	LBD_pi2	9.0	q3_ex2_3_1 UpdateTextField	1.0208	0.0	0.6042	72.9167	0.0	27.0833	29.957	29.846	30.0	31	48	multiplication operation	data type identification	Variable Substitution	Operator Precedence	Division Operation			
229	5a2371ded5e696fb234447a157e758c5	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	LBD_pi2	9.0	q3_ex2_3_2 UpdateComboBox	0.2188	0.0	1.0	21.875	0.0	78.125	4.906	4.48	6.429	31	32	data type identification	Operator Precedence	type coercion					
230	5c143a832d5f6f49bf90ab045c1371cb	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	LBD_pi2	9.0	q4_ex2_4_1 UpdateTextField	0.3871	0.0	1.0	35.4839	0.0	64.5161	22.167	18.25	30.0	31	31	Integer division	data type identification	String Multiplication	Python Expression	Operator Precedence			
231	3e40596d7f8876315e668460951064f4	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	LBD_pi2	9.0	q4_ex2_4_2 UpdateComboBox	0.0968	0.0	0.9677	9.6774	0.0	90.3226	3.0	2.607	6.667	31	31	Integer division	even integers	Operator Precedence	data type identification				
232	a22cd5cc0ebd1e28eda1940b9a20cdc9	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	LBD_pi3	7.0	q1_ex3_1_1 UpdateTextField	0.2083	0.0	0.8333	20.8333	0.0	79.1667	28.521	21.132	56.6	40	48	type coercion	inequality operator	Arithmetic Operations 1					
233	f755d34728ba2c51f525d6771c589d01	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	LBD_pi3	7.0	q1_ex3_2_1 UpdateTextField	0.2143	0.0	0.9524	21.4286	0.0	78.5714	13.714	9.636	28.667	40	42	logical operators	comparison operators	type coercion					
234	a233eecbd570566ad3edefa4ebb59971	(sequence) Introduction to Programming with Python, (unit) Introduction to Programming with Python, (module) Introduction to Programming with Python	LBD_pi3	7.0	q1_ex3_3_1 UpdateTextField	0.375	0.0	1.0	37.5	0.0	62.5	10.5	8.32	14.133	40	40	arithmetic operations	inequality operator						
